订单ID,日期,菜品名称,菜品分类,单价,数量,交易总额(元),支付方式,售卖时段
7200,2022-08-24,瓦达汉堡,快餐,20,11,220,现金,午夜
7201,2022-08-24,法兰基卷,快餐,50,4,200,在线支付,午夜
7202,2022-08-24,冰咖啡,饮品,40,10,400,现金,早晨
7203,2022-08-24,法兰基卷,快餐,50,2,100,现金,傍晚
7204,2022-08-24,咖喱土豆球,快餐,20,10,200,在线支付,晚上
7205,2022-08-24,脆球点心,快餐,20,7,140,现金,午夜
7206,2022-08-24,脆球点心,快餐,20,4,80,现金,早晨
7207,2022-08-24,法兰基卷,快餐,50,11,550,现金,傍晚
7208,2022-08-24,新鲜甘蔗汁,饮品,25,7,175,现金,傍晚
7209,2022-08-24,脆球点心,快餐,20,7,140,现金,下午
7210,2022-08-24,法兰基卷,快餐,50,8,400,现金,下午
7211,2022-08-24,新鲜甘蔗汁,饮品,25,12,300,现金,午夜
7212,2022-08-24,法兰基卷,快餐,50,9,450,现金,傍晚
7213,2022-08-24,咖喱土豆球,快餐,20,6,120,在线支付,下午
7214,2022-08-24,咖喱土豆球,快餐,20,7,140,现金,下午
7215,2022-08-24,脆球点心,快餐,20,12,240,在线支付,早晨
7216,2022-08-24,咖喱土豆球,快餐,20,15,300,在线支付,下午
7217,2022-08-24,咖喱土豆球,快餐,20,7,140,在线支付,下午
7218,2022-08-24,冰咖啡,饮品,40,12,480,现金,下午
7219,2022-08-24,冰咖啡,饮品,40,15,600,现金,早晨
7220,2022-08-24,招牌三明治,快餐,60,10,600,现金,傍晚
7221,2022-08-24,冰咖啡,饮品,40,12,480,在线支付,晚上
7222,2022-08-24,法兰基卷,快餐,50,2,100,在线支付,下午
7223,2022-08-24,咖喱土豆球,快餐,20,5,100,现金,晚上
7224,2022-08-24,脆球点心,快餐,20,4,80,其他,午夜
7225,2022-08-24,法兰基卷,快餐,50,11,550,现金,早晨
7226,2022-08-24,法兰基卷,快餐,50,8,400,其他,晚上
7227,2022-08-24,冰咖啡,饮品,40,7,280,现金,傍晚
7228,2022-08-24,冰咖啡,饮品,40,7,280,在线支付,晚上
7229,2022-08-24,脆球点心,快餐,20,9,180,现金,早晨
7230,2022-08-24,脆球点心,快餐,20,6,120,现金,下午
7231,2022-08-24,咖喱土豆球,快餐,20,5,100,在线支付,晚上
7232,2022-08-24,瓦达汉堡,快餐,20,12,240,现金,晚上
7233,2022-08-24,冰咖啡,饮品,40,5,200,现金,晚上
7234,2022-08-24,冰咖啡,饮品,40,3,120,现金,早晨
7235,2022-08-24,咖喱土豆球,快餐,20,11,220,现金,傍晚
7236,2022-08-24,冰咖啡,饮品,40,5,200,现金,下午
7237,2022-08-24,瓦达汉堡,快餐,20,10,200,在线支付,早晨
7238,2022-08-24,冰咖啡,饮品,40,13,520,现金,傍晚
7239,2022-08-24,新鲜甘蔗汁,饮品,25,4,100,在线支付,下午
7240,2022-08-24,脆球点心,快餐,20,9,180,在线支付,晚上
7241,2022-08-24,瓦达汉堡,快餐,20,9,180,现金,晚上
7242,2022-08-24,法兰基卷,快餐,50,6,300,在线支付,傍晚
7243,2022-08-24,咖喱土豆球,快餐,20,11,220,在线支付,晚上
7244,2022-08-24,冰咖啡,饮品,40,5,200,在线支付,晚上
7245,2022-08-24,瓦达汉堡,快餐,20,11,220,现金,早晨
7246,2022-08-24,招牌三明治,快餐,60,15,900,在线支付,傍晚
7247,2022-08-24,瓦达汉堡,快餐,20,6,120,在线支付,早晨
7248,2022-08-24,招牌三明治,快餐,60,14,840,在线支付,傍晚
7249,2022-08-24,新鲜甘蔗汁,饮品,25,14,350,现金,早晨
7250,2022-08-24,脆球点心,快餐,20,5,100,在线支付,晚上
7251,2022-08-24,冰咖啡,饮品,40,6,240,在线支付,傍晚
7252,2022-08-24,咖喱土豆球,快餐,20,10,200,在线支付,傍晚
7253,2022-08-24,法兰基卷,快餐,50,4,200,现金,午夜
7254,2022-08-24,新鲜甘蔗汁,饮品,25,5,125,在线支付,傍晚
7255,2022-08-24,新鲜甘蔗汁,饮品,25,14,350,在线支付,午夜
7256,2022-08-24,咖喱土豆球,快餐,20,15,300,在线支付,早晨
7257,2022-08-24,法兰基卷,快餐,50,1,50,在线支付,下午
7258,2022-08-24,法兰基卷,快餐,50,10,500,在线支付,早晨
7259,2022-08-24,招牌三明治,快餐,60,7,420,在线支付,晚上
7260,2022-08-24,冰咖啡,饮品,40,1,40,现金,傍晚
7261,2022-08-24,法兰基卷,快餐,50,11,550,现金,下午
7262,2022-08-25,法兰基卷,快餐,50,13,650,其他,下午
7263,2022-08-25,冰咖啡,饮品,40,14,560,在线支付,下午
7264,2022-08-25,脆球点心,快餐,20,1,20,在线支付,下午
7265,2022-08-25,脆球点心,快餐,20,2,40,其他,下午
7266,2022-08-25,脆球点心,快餐,20,14,280,现金,晚上
7267,2022-08-25,新鲜甘蔗汁,饮品,25,15,375,在线支付,傍晚
7268,2022-08-25,脆球点心,快餐,20,11,220,在线支付,下午
7269,2022-08-25,冰咖啡,饮品,40,7,280,现金,晚上
7270,2022-08-25,脆球点心,快餐,20,10,200,其他,傍晚
7271,2022-08-25,咖喱土豆球,快餐,20,10,200,现金,傍晚
7272,2022-08-25,咖喱土豆球,快餐,20,1,20,现金,晚上
7273,2022-08-25,脆球点心,快餐,20,5,100,现金,晚上
7274,2022-08-25,法兰基卷,快餐,50,7,350,在线支付,下午
7275,2022-08-25,新鲜甘蔗汁,饮品,25,8,200,其他,午夜
7276,2022-08-25,咖喱土豆球,快餐,20,9,180,在线支付,午夜
7277,2022-08-25,新鲜甘蔗汁,饮品,25,9,225,现金,晚上
7278,2022-08-25,脆球点心,快餐,20,10,200,在线支付,下午
7279,2022-08-25,招牌三明治,快餐,60,4,240,现金,早晨
7280,2022-08-25,法兰基卷,快餐,50,7,350,现金,傍晚
7281,2022-08-25,脆球点心,快餐,20,10,200,现金,早晨
7282,2022-08-25,瓦达汉堡,快餐,20,3,60,在线支付,早晨
7283,2022-08-25,冰咖啡,饮品,40,11,440,在线支付,早晨
7284,2022-08-25,瓦达汉堡,快餐,20,8,160,在线支付,晚上
7285,2022-08-25,法兰基卷,快餐,50,5,250,在线支付,早晨
7286,2022-08-25,新鲜甘蔗汁,饮品,25,11,275,在线支付,午夜
7287,2022-08-25,新鲜甘蔗汁,饮品,25,9,225,在线支付,早晨
7288,2022-08-25,冰咖啡,饮品,40,6,240,在线支付,晚上
7289,2022-08-25,脆球点心,快餐,20,5,100,在线支付,下午
7290,2022-08-25,冰咖啡,饮品,40,10,400,现金,傍晚
7291,2022-08-25,咖喱土豆球,快餐,20,11,220,在线支付,早晨
7292,2022-08-25,咖喱土豆球,快餐,20,9,180,其他,傍晚
7293,2022-08-25,瓦达汉堡,快餐,20,10,200,在线支付,午夜
7294,2022-08-25,脆球点心,快餐,20,13,260,在线支付,傍晚
7295,2022-08-25,法兰基卷,快餐,50,8,400,在线支付,傍晚
7296,2022-08-25,冰咖啡,饮品,40,11,440,在线支付,早晨
7297,2022-08-25,新鲜甘蔗汁,饮品,25,15,375,现金,下午
7298,2022-08-25,新鲜甘蔗汁,饮品,25,5,125,现金,傍晚
7299,2022-08-25,新鲜甘蔗汁,饮品,25,1,25,现金,傍晚
7300,2022-08-25,新鲜甘蔗汁,饮品,25,7,175,在线支付,傍晚
7301,2022-08-25,法兰基卷,快餐,50,10,500,现金,下午
7302,2022-08-25,瓦达汉堡,快餐,20,7,140,现金,午夜
7303,2022-08-25,脆球点心,快餐,20,5,100,在线支付,午夜
7304,2022-08-25,脆球点心,快餐,20,15,300,在线支付,下午
7305,2022-08-25,新鲜甘蔗汁,饮品,25,15,375,其他,早晨
7306,2022-08-25,脆球点心,快餐,20,8,160,在线支付,午夜
7307,2022-08-25,新鲜甘蔗汁,饮品,25,7,175,现金,午夜
7308,2022-08-25,瓦达汉堡,快餐,20,9,180,现金,傍晚
7309,2022-08-25,脆球点心,快餐,20,8,160,现金,下午
7310,2022-08-25,脆球点心,快餐,20,13,260,现金,早晨
7311,2022-08-25,咖喱土豆球,快餐,20,3,60,现金,午夜
7312,2022-08-25,咖喱土豆球,快餐,20,15,300,现金,晚上
7313,2022-08-25,新鲜甘蔗汁,饮品,25,6,150,在线支付,傍晚
7314,2022-08-25,脆球点心,快餐,20,2,40,现金,早晨
7315,2022-08-25,瓦达汉堡,快餐,20,1,20,在线支付,下午
7316,2022-08-25,招牌三明治,快餐,60,13,780,其他,傍晚
7317,2022-08-25,冰咖啡,饮品,40,9,360,现金,午夜
7318,2022-08-25,脆球点心,快餐,20,11,220,在线支付,下午
7319,2022-08-25,脆球点心,快餐,20,5,100,其他,下午
7320,2022-08-25,招牌三明治,快餐,60,7,420,在线支付,晚上
7321,2022-08-25,招牌三明治,快餐,60,9,540,现金,下午
7322,2022-08-25,招牌三明治,快餐,60,6,360,现金,早晨
7323,2022-08-25,招牌三明治,快餐,60,6,360,在线支付,下午
7324,2022-08-25,冰咖啡,饮品,40,8,320,现金,傍晚
7325,2022-08-25,脆球点心,快餐,20,12,240,现金,傍晚
7326,2022-08-25,咖喱土豆球,快餐,20,13,260,现金,傍晚
7327,2022-08-25,脆球点心,快餐,20,9,180,在线支付,早晨
7328,2022-08-25,咖喱土豆球,快餐,20,7,140,其他,傍晚
7329,2022-08-25,法兰基卷,快餐,50,11,550,在线支付,午夜
7330,2022-08-25,法兰基卷,快餐,50,1,50,在线支付,傍晚
7331,2022-08-25,冰咖啡,饮品,40,15,600,其他,早晨
7332,2022-08-25,新鲜甘蔗汁,饮品,25,1,25,现金,午夜
7333,2022-08-25,法兰基卷,快餐,50,14,700,在线支付,晚上
7334,2022-08-25,招牌三明治,快餐,60,7,420,其他,傍晚
7335,2022-08-25,新鲜甘蔗汁,饮品,25,10,250,在线支付,晚上
7336,2022-08-25,脆球点心,快餐,20,8,160,在线支付,晚上
7337,2022-08-25,新鲜甘蔗汁,饮品,25,14,350,在线支付,下午
7338,2022-08-25,咖喱土豆球,快餐,20,12,240,在线支付,晚上
7339,2022-08-25,法兰基卷,快餐,50,10,500,在线支付,傍晚
7340,2022-08-25,招牌三明治,快餐,60,11,660,在线支付,下午
7341,2022-08-25,新鲜甘蔗汁,饮品,25,9,225,在线支付,午夜
7342,2022-08-25,瓦达汉堡,快餐,20,1,20,在线支付,午夜
7343,2022-08-25,冰咖啡,饮品,40,12,480,现金,下午
7344,2022-08-25,瓦达汉堡,快餐,20,14,280,在线支付,早晨
7345,2022-08-25,新鲜甘蔗汁,饮品,25,5,125,在线支付,晚上
7346,2022-08-25,瓦达汉堡,快餐,20,8,160,现金,傍晚
7347,2022-08-25,冰咖啡,饮品,40,12,480,现金,晚上
7348,2022-08-25,法兰基卷,快餐,50,9,450,在线支付,早晨
7349,2022-08-25,冰咖啡,饮品,40,9,360,现金,早晨
7350,2022-08-25,脆球点心,快餐,20,10,200,在线支付,下午
7351,2022-08-25,冰咖啡,饮品,40,12,480,现金,早晨
7352,2022-08-25,新鲜甘蔗汁,饮品,25,5,125,在线支付,午夜
7353,2022-08-25,新鲜甘蔗汁,饮品,25,10,250,在线支付,晚上
7354,2022-08-25,瓦达汉堡,快餐,20,4,80,其他,晚上
7355,2022-08-25,脆球点心,快餐,20,9,180,现金,早晨
7356,2022-08-25,脆球点心,快餐,20,11,220,其他,晚上
7357,2022-08-25,脆球点心,快餐,20,7,140,现金,傍晚
7358,2022-08-25,招牌三明治,快餐,60,10,600,现金,午夜
7359,2022-08-25,咖喱土豆球,快餐,20,15,300,在线支付,早晨
7360,2022-08-25,新鲜甘蔗汁,饮品,25,1,25,在线支付,傍晚
7361,2022-08-25,招牌三明治,快餐,60,9,540,现金,午夜
7362,2022-08-25,新鲜甘蔗汁,饮品,25,8,200,现金,早晨
7363,2022-08-25,冰咖啡,饮品,40,7,280,在线支付,傍晚
7364,2022-08-25,新鲜甘蔗汁,饮品,25,8,200,在线支付,午夜
7365,2022-08-25,冰咖啡,饮品,40,4,160,现金,下午
7366,2022-08-25,瓦达汉堡,快餐,20,14,280,现金,晚上
7367,2022-08-25,法兰基卷,快餐,50,1,50,现金,晚上
7368,2022-08-25,脆球点心,快餐,20,7,140,在线支付,傍晚
7369,2022-08-25,新鲜甘蔗汁,饮品,25,5,125,其他,傍晚
7370,2022-08-25,冰咖啡,饮品,40,15,600,在线支付,午夜
7371,2022-08-25,招牌三明治,快餐,60,6,360,现金,早晨
7372,2022-08-25,脆球点心,快餐,20,1,20,现金,下午
7373,2022-08-25,咖喱土豆球,快餐,20,6,120,在线支付,早晨
7374,2022-08-25,脆球点心,快餐,20,9,180,在线支付,下午
7375,2022-08-25,瓦达汉堡,快餐,20,8,160,现金,午夜
7376,2022-08-25,脆球点心,快餐,20,10,200,在线支付,晚上
7377,2022-08-25,瓦达汉堡,快餐,20,12,240,其他,晚上
7378,2022-08-25,法兰基卷,快餐,50,12,600,现金,午夜
7379,2022-08-25,法兰基卷,快餐,50,1,50,在线支付,早晨
7380,2022-08-25,法兰基卷,快餐,50,4,200,现金,午夜
7381,2022-08-25,法兰基卷,快餐,50,1,50,现金,下午
7382,2022-08-25,脆球点心,快餐,20,15,300,现金,早晨
7383,2022-08-25,瓦达汉堡,快餐,20,9,180,现金,晚上
7384,2022-08-26,新鲜甘蔗汁,饮品,25,9,225,在线支付,早晨
7385,2022-08-26,新鲜甘蔗汁,饮品,25,9,225,现金,午夜
7386,2022-08-26,冰咖啡,饮品,40,12,480,现金,晚上
7387,2022-08-26,新鲜甘蔗汁,饮品,25,12,300,现金,下午
7388,2022-08-26,冰咖啡,饮品,40,15,600,现金,下午
7389,2022-08-26,冰咖啡,饮品,40,3,120,在线支付,晚上
7390,2022-08-26,瓦达汉堡,快餐,20,15,300,现金,傍晚
7391,2022-08-26,新鲜甘蔗汁,饮品,25,6,150,在线支付,午夜
7392,2022-08-26,冰咖啡,饮品,40,4,160,现金,晚上
7393,2022-08-26,脆球点心,快餐,20,9,180,其他,下午
7394,2022-08-26,法兰基卷,快餐,50,6,300,在线支付,晚上
7395,2022-08-26,咖喱土豆球,快餐,20,1,20,在线支付,早晨
7396,2022-08-26,招牌三明治,快餐,60,7,420,现金,下午
7397,2022-08-26,招牌三明治,快餐,60,11,660,在线支付,早晨
7398,2022-08-26,新鲜甘蔗汁,饮品,25,5,125,在线支付,晚上
7399,2022-08-26,冰咖啡,饮品,40,11,440,现金,早晨
7400,2022-08-26,脆球点心,快餐,20,1,20,现金,傍晚
7401,2022-08-26,咖喱土豆球,快餐,20,1,20,现金,早晨
7402,2022-08-26,法兰基卷,快餐,50,10,500,在线支付,晚上
7403,2022-08-26,法兰基卷,快餐,50,13,650,在线支付,下午
7404,2022-08-26,脆球点心,快餐,20,4,80,现金,晚上
7405,2022-08-26,新鲜甘蔗汁,饮品,25,12,300,现金,午夜
7406,2022-08-26,脆球点心,快餐,20,15,300,在线支付,早晨
7407,2022-08-26,咖喱土豆球,快餐,20,4,80,在线支付,下午
7408,2022-08-26,冰咖啡,饮品,40,4,160,在线支付,下午
7409,2022-08-26,瓦达汉堡,快餐,20,4,80,在线支付,午夜
7410,2022-08-26,法兰基卷,快餐,50,13,650,现金,晚上
7411,2022-08-26,新鲜甘蔗汁,饮品,25,9,225,在线支付,下午
7412,2022-08-26,咖喱土豆球,快餐,20,12,240,现金,晚上
7413,2022-08-26,瓦达汉堡,快餐,20,13,260,现金,晚上
7414,2022-08-26,招牌三明治,快餐,60,1,60,在线支付,午夜
7415,2022-08-26,新鲜甘蔗汁,饮品,25,4,100,在线支付,晚上
7416,2022-08-26,脆球点心,快餐,20,6,120,现金,傍晚
7417,2022-08-26,瓦达汉堡,快餐,20,11,220,在线支付,傍晚
7418,2022-08-26,新鲜甘蔗汁,饮品,25,9,225,其他,晚上
7419,2022-08-26,冰咖啡,饮品,40,4,160,现金,午夜
7420,2022-08-26,咖喱土豆球,快餐,20,12,240,现金,午夜
7421,2022-08-26,瓦达汉堡,快餐,20,2,40,在线支付,傍晚
7422,2022-08-26,咖喱土豆球,快餐,20,13,260,现金,下午
7423,2022-08-26,冰咖啡,饮品,40,1,40,现金,午夜
7424,2022-08-26,招牌三明治,快餐,60,7,420,现金,傍晚
7425,2022-08-26,咖喱土豆球,快餐,20,6,120,现金,傍晚
7426,2022-08-26,瓦达汉堡,快餐,20,7,140,在线支付,下午
7427,2022-08-26,咖喱土豆球,快餐,20,1,20,在线支付,下午
7428,2022-08-26,脆球点心,快餐,20,1,20,现金,早晨
7429,2022-08-26,法兰基卷,快餐,50,11,550,在线支付,傍晚
7430,2022-08-26,脆球点心,快餐,20,8,160,现金,傍晚
7431,2022-08-26,瓦达汉堡,快餐,20,3,60,在线支付,傍晚
7432,2022-08-26,脆球点心,快餐,20,3,60,现金,午夜
7433,2022-08-26,法兰基卷,快餐,50,6,300,现金,晚上
7434,2022-08-26,招牌三明治,快餐,60,7,420,其他,下午
7435,2022-08-26,法兰基卷,快餐,50,15,750,在线支付,早晨
7436,2022-08-26,新鲜甘蔗汁,饮品,25,13,325,现金,早晨
7437,2022-08-26,招牌三明治,快餐,60,15,900,其他,下午
7438,2022-08-26,法兰基卷,快餐,50,10,500,在线支付,傍晚
7439,2022-08-26,咖喱土豆球,快餐,20,9,180,现金,晚上
7440,2022-08-26,新鲜甘蔗汁,饮品,25,11,275,现金,傍晚
7441,2022-08-26,咖喱土豆球,快餐,20,7,140,现金,午夜
7442,2022-08-26,招牌三明治,快餐,60,14,840,现金,午夜
7443,2022-08-26,招牌三明治,快餐,60,14,840,在线支付,下午
7444,2022-08-26,新鲜甘蔗汁,饮品,25,5,125,现金,午夜
7445,2022-08-26,冰咖啡,饮品,40,9,360,现金,傍晚
7446,2022-08-26,新鲜甘蔗汁,饮品,25,13,325,现金,午夜
7447,2022-08-26,脆球点心,快餐,20,10,200,现金,傍晚
7448,2022-08-26,脆球点心,快餐,20,10,200,现金,下午
7449,2022-08-26,瓦达汉堡,快餐,20,15,300,现金,晚上
7450,2022-08-26,瓦达汉堡,快餐,20,5,100,在线支付,傍晚
7451,2022-08-26,招牌三明治,快餐,60,1,60,在线支付,早晨
7452,2022-08-26,新鲜甘蔗汁,饮品,25,9,225,现金,晚上
7453,2022-08-26,新鲜甘蔗汁,饮品,25,13,325,其他,午夜
7454,2022-08-26,新鲜甘蔗汁,饮品,25,7,175,现金,早晨
7455,2022-08-26,冰咖啡,饮品,40,12,480,现金,晚上
7456,2022-08-26,脆球点心,快餐,20,12,240,在线支付,晚上
7457,2022-08-26,脆球点心,快餐,20,7,140,在线支付,晚上
7458,2022-08-26,冰咖啡,饮品,40,6,240,现金,晚上
7459,2022-08-26,咖喱土豆球,快餐,20,8,160,现金,午夜
7460,2022-08-26,新鲜甘蔗汁,饮品,25,5,125,其他,午夜
7461,2022-08-26,新鲜甘蔗汁,饮品,25,1,25,现金,午夜
7462,2022-08-26,新鲜甘蔗汁,饮品,25,9,225,现金,早晨
7463,2022-08-26,冰咖啡,饮品,40,9,360,现金,午夜
7464,2022-08-26,冰咖啡,饮品,40,9,360,现金,午夜
7465,2022-08-26,咖喱土豆球,快餐,20,15,300,现金,晚上
7466,2022-08-26,咖喱土豆球,快餐,20,4,80,现金,下午
7467,2022-08-26,招牌三明治,快餐,60,1,60,现金,早晨
7468,2022-08-26,瓦达汉堡,快餐,20,6,120,在线支付,早晨
7469,2022-08-26,瓦达汉堡,快餐,20,8,160,在线支付,晚上
7470,2022-08-26,新鲜甘蔗汁,饮品,25,14,350,其他,早晨
7471,2022-08-26,冰咖啡,饮品,40,10,400,在线支付,午夜
7472,2022-08-26,冰咖啡,饮品,40,8,320,在线支付,午夜
7473,2022-08-26,瓦达汉堡,快餐,20,11,220,现金,晚上
7474,2022-08-26,脆球点心,快餐,20,9,180,在线支付,午夜
7475,2022-08-26,新鲜甘蔗汁,饮品,25,12,300,现金,午夜
7476,2022-08-26,瓦达汉堡,快餐,20,6,120,在线支付,晚上
7477,2022-08-26,新鲜甘蔗汁,饮品,25,11,275,在线支付,晚上
7478,2022-08-26,咖喱土豆球,快餐,20,8,160,其他,下午
7479,2022-08-26,瓦达汉堡,快餐,20,3,60,现金,傍晚
7480,2022-08-26,咖喱土豆球,快餐,20,2,40,现金,晚上
7481,2022-08-26,咖喱土豆球,快餐,20,3,60,现金,晚上
7482,2022-08-26,新鲜甘蔗汁,饮品,25,7,175,在线支付,早晨
7483,2022-08-26,咖喱土豆球,快餐,20,4,80,现金,午夜
7484,2022-08-26,法兰基卷,快餐,50,2,100,现金,傍晚
7485,2022-08-26,冰咖啡,饮品,40,3,120,现金,午夜
7486,2022-08-26,脆球点心,快餐,20,5,100,现金,午夜
7487,2022-08-26,法兰基卷,快餐,50,1,50,在线支付,午夜
7488,2022-08-26,法兰基卷,快餐,50,3,150,在线支付,下午
7489,2022-08-26,瓦达汉堡,快餐,20,8,160,在线支付,早晨
7490,2022-08-26,新鲜甘蔗汁,饮品,25,13,325,现金,午夜
7491,2022-08-26,脆球点心,快餐,20,11,220,在线支付,傍晚
7492,2022-08-26,瓦达汉堡,快餐,20,7,140,在线支付,午夜
7493,2022-08-26,招牌三明治,快餐,60,13,780,现金,下午
7494,2022-08-26,冰咖啡,饮品,40,11,440,现金,傍晚
7495,2022-08-26,冰咖啡,饮品,40,11,440,现金,晚上
7496,2022-08-26,瓦达汉堡,快餐,20,14,280,现金,晚上
7497,2022-08-26,招牌三明治,快餐,60,10,600,在线支付,晚上
7498,2022-08-26,法兰基卷,快餐,50,14,700,现金,下午
7499,2022-08-26,法兰基卷,快餐,50,7,350,现金,早晨
7500,2022-08-26,冰咖啡,饮品,40,14,560,现金,下午
7501,2022-08-26,瓦达汉堡,快餐,20,4,80,现金,早晨
7502,2022-08-26,冰咖啡,饮品,40,8,320,在线支付,下午
7503,2022-08-26,新鲜甘蔗汁,饮品,25,7,175,在线支付,傍晚
7504,2022-08-26,脆球点心,快餐,20,12,240,现金,下午
7505,2022-08-26,新鲜甘蔗汁,饮品,25,12,300,其他,早晨
7506,2022-08-26,法兰基卷,快餐,50,1,50,在线支付,早晨
7507,2022-08-26,瓦达汉堡,快餐,20,15,300,现金,傍晚
7508,2022-08-26,法兰基卷,快餐,50,9,450,现金,傍晚
7509,2022-08-26,脆球点心,快餐,20,1,20,在线支付,傍晚
7510,2022-08-26,法兰基卷,快餐,50,8,400,在线支付,下午
7511,2022-08-26,瓦达汉堡,快餐,20,13,260,其他,早晨
7512,2022-08-26,脆球点心,快餐,20,4,80,在线支付,下午
7513,2022-08-26,新鲜甘蔗汁,饮品,25,7,175,其他,早晨
7514,2022-08-26,招牌三明治,快餐,60,8,480,在线支付,早晨
7515,2022-08-26,冰咖啡,饮品,40,10,400,在线支付,下午
7516,2022-08-26,冰咖啡,饮品,40,9,360,现金,下午
7517,2022-08-26,脆球点心,快餐,20,8,160,在线支付,早晨
7518,2022-08-26,咖喱土豆球,快餐,20,15,300,现金,晚上
7519,2022-08-26,脆球点心,快餐,20,2,40,在线支付,早晨
7520,2022-08-26,法兰基卷,快餐,50,12,600,在线支付,午夜
7521,2022-08-26,咖喱土豆球,快餐,20,1,20,其他,下午
7522,2022-08-26,咖喱土豆球,快餐,20,5,100,现金,晚上
7523,2022-08-26,脆球点心,快餐,20,8,160,现金,晚上
7524,2022-08-26,新鲜甘蔗汁,饮品,25,4,100,在线支付,傍晚
7525,2022-08-26,冰咖啡,饮品,40,11,440,现金,晚上
7526,2022-08-26,脆球点心,快餐,20,4,80,在线支付,晚上
7527,2022-08-26,新鲜甘蔗汁,饮品,25,2,50,现金,傍晚
7528,2022-08-26,招牌三明治,快餐,60,4,240,在线支付,晚上
7529,2022-08-26,新鲜甘蔗汁,饮品,25,13,325,现金,下午
7530,2022-08-26,冰咖啡,饮品,40,6,240,现金,傍晚
7531,2022-08-26,招牌三明治,快餐,60,9,540,现金,午夜
7532,2022-08-26,冰咖啡,饮品,40,2,80,现金,傍晚
7533,2022-08-26,咖喱土豆球,快餐,20,11,220,现金,早晨
7534,2022-08-26,咖喱土豆球,快餐,20,10,200,在线支付,午夜
7535,2022-08-26,咖喱土豆球,快餐,20,8,160,在线支付,下午
7536,2022-08-26,新鲜甘蔗汁,饮品,25,6,150,在线支付,傍晚
7537,2022-08-26,冰咖啡,饮品,40,4,160,在线支付,午夜
7538,2022-08-26,法兰基卷,快餐,50,14,700,现金,早晨
7539,2022-08-27,新鲜甘蔗汁,饮品,25,3,75,现金,早晨
7540,2022-08-27,咖喱土豆球,快餐,20,6,120,在线支付,午夜
7541,2022-08-27,瓦达汉堡,快餐,20,1,20,现金,午夜
7542,2022-08-27,瓦达汉堡,快餐,20,12,240,其他,早晨
7543,2022-08-27,招牌三明治,快餐,60,14,840,现金,午夜
7544,2022-08-27,法兰基卷,快餐,50,8,400,在线支付,早晨
7545,2022-08-27,冰咖啡,饮品,40,6,240,在线支付,下午
7546,2022-08-27,冰咖啡,饮品,40,12,480,现金,傍晚
7547,2022-08-27,新鲜甘蔗汁,饮品,25,4,100,在线支付,晚上
7548,2022-08-27,冰咖啡,饮品,40,7,280,在线支付,午夜
7549,2022-08-27,新鲜甘蔗汁,饮品,25,7,175,现金,晚上
7550,2022-08-27,冰咖啡,饮品,40,8,320,在线支付,傍晚
7551,2022-08-27,新鲜甘蔗汁,饮品,25,15,375,在线支付,晚上
7552,2022-08-27,冰咖啡,饮品,40,2,80,现金,傍晚
7553,2022-08-27,法兰基卷,快餐,50,1,50,现金,晚上
7554,2022-08-27,新鲜甘蔗汁,饮品,25,15,375,现金,下午
7555,2022-08-27,脆球点心,快餐,20,8,160,现金,下午
7556,2022-08-27,咖喱土豆球,快餐,20,15,300,在线支付,晚上
7557,2022-08-27,瓦达汉堡,快餐,20,4,80,在线支付,傍晚
7558,2022-08-27,瓦达汉堡,快餐,20,7,140,在线支付,下午
7559,2022-08-27,咖喱土豆球,快餐,20,11,220,在线支付,晚上
7560,2022-08-27,瓦达汉堡,快餐,20,12,240,现金,晚上
7561,2022-08-27,冰咖啡,饮品,40,6,240,在线支付,傍晚
7562,2022-08-27,瓦达汉堡,快餐,20,9,180,现金,晚上
7563,2022-08-27,瓦达汉堡,快餐,20,15,300,现金,下午
7564,2022-08-27,冰咖啡,饮品,40,8,320,其他,午夜
7565,2022-08-27,咖喱土豆球,快餐,20,12,240,在线支付,下午
7566,2022-08-27,冰咖啡,饮品,40,9,360,在线支付,早晨
7567,2022-08-27,瓦达汉堡,快餐,20,13,260,其他,早晨
7568,2022-08-27,新鲜甘蔗汁,饮品,25,8,200,在线支付,下午
7569,2022-08-27,法兰基卷,快餐,50,5,250,现金,早晨
7570,2022-08-27,法兰基卷,快餐,50,5,250,现金,下午
7571,2022-08-27,脆球点心,快餐,20,7,140,在线支付,傍晚
7572,2022-08-27,法兰基卷,快餐,50,12,600,现金,晚上
7573,2022-08-27,瓦达汉堡,快餐,20,9,180,现金,早晨
7574,2022-08-27,法兰基卷,快餐,50,14,700,在线支付,下午
7575,2022-08-27,咖喱土豆球,快餐,20,5,100,现金,午夜
7576,2022-08-27,招牌三明治,快餐,60,6,360,在线支付,午夜
7577,2022-08-27,冰咖啡,饮品,40,12,480,在线支付,傍晚
7578,2022-08-27,法兰基卷,快餐,50,12,600,现金,早晨
7579,2022-08-27,招牌三明治,快餐,60,15,900,在线支付,晚上
7580,2022-08-27,冰咖啡,饮品,40,9,360,现金,下午
7581,2022-08-27,冰咖啡,饮品,40,9,360,在线支付,傍晚
7582,2022-08-27,冰咖啡,饮品,40,11,440,现金,早晨
7583,2022-08-27,招牌三明治,快餐,60,6,360,现金,下午
7584,2022-08-27,新鲜甘蔗汁,饮品,25,10,250,其他,晚上
7585,2022-08-27,瓦达汉堡,快餐,20,6,120,在线支付,傍晚
